,Collected,Exp_type,Exp_ID,Exp_FTP,Pltf_ID,Pltf_FTP,Sample_desc,Exp_desc,Sample_ID,Sample_FTP,Sample_ORG,Sample_acc,Source,Sample_class
GSM886313,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs high aeration + 0.01 mM DETA/NO rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886313,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) Highaerationand0.01mMDNO (channel 2),DRonA classified viable
GSM886318,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, H37Rv ctrl vs Rv3132-3134 KO  0.05 mM DETA/NO 40min rep 4," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886318,dnf,Mycobacterium tuberculosis,dnf,Rv3132 4KO No treatment (channel 1) Rv3132 4KO0.05DNO40min (channel 2),DRonA classified viable
GSM886319,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 24hrs + 0.5 mM DNO 40min rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886319,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mMDNO24h+0.05mMDNO40min (channel 2),DRonA classified viable
GSM886309,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, H37Rv Ctrl vs 0.05 mM DETA/NO 40min rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886309,dnf,Mycobacterium tuberculosis,dnf,Control (channel 1) Rv 0.05mM DNO 40m (channel 2),DRonA classified viable
GSM886250,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 40min rep 4," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886250,dnf,Mycobacterium tuberculosis,dnf,Strain: MTB strain 1254 Treatment: Control (channel 1) Strain: MTB strain 1254 Treatment: 0.5 mM DETA/NO for 40min (channel 2),DRonA classified viable
GSM886253,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.05 mM DETA/NO 40min rep 3," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886253,dnf,Mycobacterium tuberculosis,dnf,Strain: MTB strain 1254 Treatment: Control (channel 1) Strain: MTB strain 1254 Treatment: 0.05 mM DETA/NO for 40min (channel 2),DRonA classified viable
GSM886368,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL9901,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL9nnn/GPL9901, H37 Rv3132-34 KO 0 days vs Rv3132-34 KO (complemented) hypoxia 4 day rep 4," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886368,dnf,Mycobacterium tuberculosis,dnf,H37Rv No treatment (channel 1) CO NRP Day 4 (channel 2),DRonA classified viable
GSM886266,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 5.0 mM DETA/NO 40min rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886266,dnf,Mycobacterium tuberculosis,dnf,Strain: MTB strain 1254 Treatment: Control (channel 1) Strain: MTB strain 1254 Treatment: 5.0 mM DETA/NO for 40min (channel 2),DRonA classified viable
GSM886267,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 1hr rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886267,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 1h (channel 2),DRonA classified viable
GSM886260,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM KCN + 2hr hypoxia rep 2," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886260,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) KCN 0.5mM GasPak 2h (channel 2),DRonA classified viable
GSM886261,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, MTB strain 1254 Ctrl vs 0.5 mM DETA/NO 24hrs rep 1," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886261,dnf,Mycobacterium tuberculosis,dnf,1254 No treatment (channel 1) 0.5mM DNO 24h (channel 2),DRonA classified viable
GSM886262,Y,Expression profiling by array,GSE8839,ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8839,GPL8561,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8561, CDC1551 Ctrl vs 0.05 mM DETA/NO 40 min rep 4," Inhibition of Respiration by Nitric Oxide Induces a Mycobacterium tuberculosis Dormancy Program
(Submitter supplied) An estimated two billion persons are latently infected with Mycobacterium tuberculosis. The host factors that initiate and maintain this latent state and the mechanisms by which M. tuberculosis survives within latent lesions are compelling but unanswered questions. One such host factor may be nitric oxide (NO), a product of activated macrophages that exhibits antimycobacterial properties. Evidence for the possible significance of NO comes from murine models of tuberculosis showing progressive infection in animals unable to produce the inducible isoform of NO synthase and in animals treated with a NO synthase inhibitor. more...",GSM886262,dnf,Mycobacterium tuberculosis,dnf,CDC1551 No treatment (channel 1) CDC1551 0.05DNO 40min (channel 2),DRonA classified viable
